[32mOPENAIRCN_DIR    = /home/airbustx2w/openair-cn[00m
[sudo] password for airbustx2w: 
Sorry, try again.
[sudo] password for airbustx2w: 
Initializing OAI Logging
Initializing MSC logs
Initializing MSC logs Done
000104 00000:496005 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Extension /usr/local/lib/freeDiameter/dict_nas_mipv6.fdx added to the list.
000105 00000:496017 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Extension /usr/local/lib/freeDiameter/dict_s6a.fdx added to the list.
000106 00000:496325 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Generating fresh Diffie-Hellman parameters of size 1024 (this takes some time)... 
000107 00000:616606 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Loading : /usr/local/lib/freeDiameter/dict_nas_mipv6.fdx
000108 00000:616674 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Checking dependencies for 'dict_nas_mipv6'...
000109 00000:616681 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Extension [/usr/local/lib/freeDiameter/dict_nas_mipv6.fdx] has no fd_ext_fini function.
000110 00000:616698 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Dictionary Extension 'MIPv6 NAS-to-HAAA Interaction' initialized
000111 00000:616703 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Loading : /usr/local/lib/freeDiameter/dict_s6a.fdx
000112 00000:616746 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Checking dependencies for 'dict_s6a'...
000113 00000:616755 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Extension [/usr/local/lib/freeDiameter/dict_s6a.fdx] has no fd_ext_fini function.
000114 00000:617402 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Dictionary Extension 'S6A from 3GPP standard v.10.5' initialized
000115 00000:617409 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    All extensions loaded.
000116 00000:617427 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    freeDiameter configuration:
000117 00000:617433 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Default trace level .... : +3
000118 00000:617437 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Configuration file ..... : /usr/local/etc/oai/freeDiameter/mme_fd.conf
000119 00000:617442 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Diameter Identity ...... : airbustx2w-CELSIUS-M720-POWER.openair4G.eur (l:43)
000120 00000:617447 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Diameter Realm ......... : openair4G.eur (l:13)
000121 00000:617451 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Tc Timer ............... : 30
000122 00000:617457 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Tw Timer ............... : 30
000123 00000:617461 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Local port ............. : 3870
000124 00000:617466 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Local secure port ...... : 5870
000125 00000:617470 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Number of SCTP streams . : 3
000126 00000:617475 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Number of clients thr .. : 5
000127 00000:617479 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Number of app threads .. : 4
000128 00000:617484 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Local endpoints ........ : Default (use all available)
000129 00000:617489 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Local applications ..... : (none)
000130 00000:617493 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Flags : - IP ........... : Enabled
000131 00000:617498 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - IPv6 ......... : DISABLED
000132 00000:617503 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - Relay app .... : DISABLED
000133 00000:617507 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - TCP .......... : Enabled
000134 00000:617512 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - SCTP ......... : DISABLED
000135 00000:617516 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - Pref. proto .. : TCP
000136 00000:617521 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - TLS method ... : Separate port
000137 00000:617526 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      TLS :   - Certificate .. : /usr/local/etc/oai/freeDiameter/mme.cert.pem
000138 00000:617530 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - Private key .. : /usr/local/etc/oai/freeDiameter/mme.key.pem
000139 00000:617535 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - CA (trust) ... : /usr/local/etc/oai/freeDiameter/mme.cacert.pem (1 certs)
000140 00000:617539 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - CRL .......... : (none)
000141 00000:617544 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - Priority ..... : (default: 'NORMAL')
000142 00000:617548 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080              - DH bits ...... : 1024
